site_id,well_id,cell_type,experiment,plate,well,site,disease_condition,treatment,treatment_conc,SMILES
VERO-2_1_H26_2,VERO-2_1_H26,VERO,VERO-2,1,H26,2,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_1_H26_3,VERO-2_1_H26,VERO,VERO-2,1,H26,3,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_1_H26_4,VERO-2_1_H26,VERO,VERO-2,1,H26,4,Active SARS-CoV-2,Imiquimod,3.0,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_1_H27_1,VERO-2_1_H27,VERO,VERO-2,1,H27,1,Active SARS-CoV-2,Arbidol,1.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H27_2,VERO-2_1_H27,VERO,VERO-2,1,H27,2,Active SARS-CoV-2,Arbidol,1.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H27_3,VERO-2_1_H27,VERO,VERO-2,1,H27,3,Active SARS-CoV-2,Arbidol,1.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H27_4,VERO-2_1_H27,VERO,VERO-2,1,H27,4,Active SARS-CoV-2,Arbidol,1.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H28_1,VERO-2_1_H28,VERO,VERO-2,1,H28,1,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,1.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_1_H28_2,VERO-2_1_H28,VERO,VERO-2,1,H28,2,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,1.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_1_H28_3,VERO-2_1_H28,VERO,VERO-2,1,H28,3,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,1.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_1_H28_4,VERO-2_1_H28,VERO,VERO-2,1,H28,4,Active SARS-CoV-2,Tenofovir Disoproxil Fumarate,1.0,"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C |r,c:17,19,22,24|"
VERO-2_1_H29_1,VERO-2_1_H29,VERO,VERO-2,1,H29,1,Active SARS-CoV-2,Oseltamivir carboxylate,3.0,"CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O |r,c:7|"
VERO-2_1_H29_2,VERO-2_1_H29,VERO,VERO-2,1,H29,2,Active SARS-CoV-2,Oseltamivir carboxylate,3.0,"CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O |r,c:7|"
VERO-2_1_H29_3,VERO-2_1_H29,VERO,VERO-2,1,H29,3,Active SARS-CoV-2,Oseltamivir carboxylate,3.0,"CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O |r,c:7|"
VERO-2_1_H29_4,VERO-2_1_H29,VERO,VERO-2,1,H29,4,Active SARS-CoV-2,Oseltamivir carboxylate,3.0,"CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O |r,c:7|"
VERO-2_1_H30_1,VERO-2_1_H30,VERO,VERO-2,1,H30,1,Active SARS-CoV-2,Favipiravir,0.3,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
VERO-2_1_H30_2,VERO-2_1_H30,VERO,VERO-2,1,H30,2,Active SARS-CoV-2,Favipiravir,0.3,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
VERO-2_1_H30_3,VERO-2_1_H30,VERO,VERO-2,1,H30,3,Active SARS-CoV-2,Favipiravir,0.3,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
VERO-2_1_H30_4,VERO-2_1_H30,VERO,VERO-2,1,H30,4,Active SARS-CoV-2,Favipiravir,0.3,"NC(=O)C1=NC(F)=CNC1=O |c:6,t:3|"
VERO-2_1_H31_1,VERO-2_1_H31,VERO,VERO-2,1,H31,1,Active SARS-CoV-2,Indinavir,1.0,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-2_1_H31_2,VERO-2_1_H31,VERO,VERO-2,1,H31,2,Active SARS-CoV-2,Indinavir,1.0,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-2_1_H31_3,VERO-2_1_H31,VERO,VERO-2,1,H31,3,Active SARS-CoV-2,Indinavir,1.0,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-2_1_H31_4,VERO-2_1_H31,VERO,VERO-2,1,H31,4,Active SARS-CoV-2,Indinavir,1.0,"CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2 |c:13,15,30,32,42,45,47,t:11,28|"
VERO-2_1_H32_1,VERO-2_1_H32,VERO,VERO-2,1,H32,1,Mock,,,
VERO-2_1_H32_2,VERO-2_1_H32,VERO,VERO-2,1,H32,2,Mock,,,
VERO-2_1_H32_3,VERO-2_1_H32,VERO,VERO-2,1,H32,3,Mock,,,
VERO-2_1_H32_4,VERO-2_1_H32,VERO,VERO-2,1,H32,4,Mock,,,
VERO-2_1_H33_1,VERO-2_1_H33,VERO,VERO-2,1,H33,1,Active SARS-CoV-2,Arbidol,10.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H33_2,VERO-2_1_H33,VERO,VERO-2,1,H33,2,Active SARS-CoV-2,Arbidol,10.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H33_3,VERO-2_1_H33,VERO,VERO-2,1,H33,3,Active SARS-CoV-2,Arbidol,10.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H33_4,VERO-2_1_H33,VERO,VERO-2,1,H33,4,Active SARS-CoV-2,Arbidol,10.0,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H34_1,VERO-2_1_H34,VERO,VERO-2,1,H34,1,Active SARS-CoV-2,,,
VERO-2_1_H34_2,VERO-2_1_H34,VERO,VERO-2,1,H34,2,Active SARS-CoV-2,,,
VERO-2_1_H34_3,VERO-2_1_H34,VERO,VERO-2,1,H34,3,Active SARS-CoV-2,,,
VERO-2_1_H34_4,VERO-2_1_H34,VERO,VERO-2,1,H34,4,Active SARS-CoV-2,,,
VERO-2_1_H35_1,VERO-2_1_H35,VERO,VERO-2,1,H35,1,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-2_1_H35_2,VERO-2_1_H35,VERO,VERO-2,1,H35,2,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-2_1_H35_3,VERO-2_1_H35,VERO,VERO-2,1,H35,3,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-2_1_H35_4,VERO-2_1_H35,VERO,VERO-2,1,H35,4,Active SARS-CoV-2,Pacritinib,0.01,"C(CN1CCCC1)OC1=CC=C2NC3=NC=CC(=N3)C3=CC(COC\C=C\COCC1=C2)=CC=C3 |c:16,18,33,35,37,t:9,11,14,21,27|"
VERO-2_1_H36_1,VERO-2_1_H36,VERO,VERO-2,1,H36,1,Active SARS-CoV-2,Haloperidol,0.1,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-2_1_H36_2,VERO-2_1_H36,VERO,VERO-2,1,H36,2,Active SARS-CoV-2,Haloperidol,0.1,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-2_1_H36_3,VERO-2_1_H36,VERO,VERO-2,1,H36,3,Active SARS-CoV-2,Haloperidol,0.1,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-2_1_H36_4,VERO-2_1_H36,VERO,VERO-2,1,H36,4,Active SARS-CoV-2,Haloperidol,0.1,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-2_1_H37_1,VERO-2_1_H37,VERO,VERO-2,1,H37,1,Active SARS-CoV-2,Ribavirin,10.0,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-2_1_H37_2,VERO-2_1_H37,VERO,VERO-2,1,H37,2,Active SARS-CoV-2,Ribavirin,10.0,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-2_1_H37_3,VERO-2_1_H37,VERO,VERO-2,1,H37,3,Active SARS-CoV-2,Ribavirin,10.0,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-2_1_H37_4,VERO-2_1_H37,VERO,VERO-2,1,H37,4,Active SARS-CoV-2,Ribavirin,10.0,"NC(=O)C1=NN(C=N1)[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O |c:6,t:3|"
VERO-2_1_H38_1,VERO-2_1_H38,VERO,VERO-2,1,H38,1,Active SARS-CoV-2,,,
VERO-2_1_H38_2,VERO-2_1_H38,VERO,VERO-2,1,H38,2,Active SARS-CoV-2,,,
VERO-2_1_H38_3,VERO-2_1_H38,VERO,VERO-2,1,H38,3,Active SARS-CoV-2,,,
VERO-2_1_H38_4,VERO-2_1_H38,VERO,VERO-2,1,H38,4,Active SARS-CoV-2,,,
VERO-2_1_H39_1,VERO-2_1_H39,VERO,VERO-2,1,H39,1,Active SARS-CoV-2,Arbidol,0.3,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H39_2,VERO-2_1_H39,VERO,VERO-2,1,H39,2,Active SARS-CoV-2,Arbidol,0.3,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H39_3,VERO-2_1_H39,VERO,VERO-2,1,H39,3,Active SARS-CoV-2,Arbidol,0.3,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H39_4,VERO-2_1_H39,VERO,VERO-2,1,H39,4,Active SARS-CoV-2,Arbidol,0.3,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_H40_1,VERO-2_1_H40,VERO,VERO-2,1,H40,1,Mock,,,
VERO-2_1_H40_2,VERO-2_1_H40,VERO,VERO-2,1,H40,2,Mock,,,
VERO-2_1_H40_3,VERO-2_1_H40,VERO,VERO-2,1,H40,3,Mock,,,
VERO-2_1_H40_4,VERO-2_1_H40,VERO,VERO-2,1,H40,4,Mock,,,
VERO-2_1_H41_1,VERO-2_1_H41,VERO,VERO-2,1,H41,1,Active SARS-CoV-2,,,
VERO-2_1_H41_2,VERO-2_1_H41,VERO,VERO-2,1,H41,2,Active SARS-CoV-2,,,
VERO-2_1_H41_3,VERO-2_1_H41,VERO,VERO-2,1,H41,3,Active SARS-CoV-2,,,
VERO-2_1_H41_4,VERO-2_1_H41,VERO,VERO-2,1,H41,4,Active SARS-CoV-2,,,
VERO-2_1_H42_1,VERO-2_1_H42,VERO,VERO-2,1,H42,1,Active SARS-CoV-2,solithromycin,0.01,"CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3C=C(N=N3)C3=CC(N)=CC=C3)C(=O)O[C@]12C)OC |r,c:43,45,51,53,t:48|"
VERO-2_1_H42_2,VERO-2_1_H42,VERO,VERO-2,1,H42,2,Active SARS-CoV-2,solithromycin,0.01,"CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3C=C(N=N3)C3=CC(N)=CC=C3)C(=O)O[C@]12C)OC |r,c:43,45,51,53,t:48|"
VERO-2_1_H42_3,VERO-2_1_H42,VERO,VERO-2,1,H42,3,Active SARS-CoV-2,solithromycin,0.01,"CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3C=C(N=N3)C3=CC(N)=CC=C3)C(=O)O[C@]12C)OC |r,c:43,45,51,53,t:48|"
VERO-2_1_H42_4,VERO-2_1_H42,VERO,VERO-2,1,H42,4,Active SARS-CoV-2,solithromycin,0.01,"CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3C=C(N=N3)C3=CC(N)=CC=C3)C(=O)O[C@]12C)OC |r,c:43,45,51,53,t:48|"
VERO-2_1_H43_1,VERO-2_1_H43,VERO,VERO-2,1,H43,1,Active SARS-CoV-2,Lopinavir,1.0,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-2_1_H43_2,VERO-2_1_H43,VERO,VERO-2,1,H43,2,Active SARS-CoV-2,Lopinavir,1.0,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-2_1_H43_3,VERO-2_1_H43,VERO,VERO-2,1,H43,3,Active SARS-CoV-2,Lopinavir,1.0,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-2_1_H43_4,VERO-2_1_H43,VERO,VERO-2,1,H43,4,Active SARS-CoV-2,Lopinavir,1.0,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1 |c:23,25,33,36,38,45,47,t:21,43|"
VERO-2_1_H44_1,VERO-2_1_H44,VERO,VERO-2,1,H44,1,Active SARS-CoV-2,methylprednisolone-sodium-succinate,0.01,"C[C@H]1CC2C3CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]3(C)C[C@H](O)C2[C@@]2(C)C=CC(=O)C=C12 |r,c:30,t:34|"
VERO-2_1_H44_2,VERO-2_1_H44,VERO,VERO-2,1,H44,2,Active SARS-CoV-2,methylprednisolone-sodium-succinate,0.01,"C[C@H]1CC2C3CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]3(C)C[C@H](O)C2[C@@]2(C)C=CC(=O)C=C12 |r,c:30,t:34|"
VERO-2_1_H44_3,VERO-2_1_H44,VERO,VERO-2,1,H44,3,Active SARS-CoV-2,methylprednisolone-sodium-succinate,0.01,"C[C@H]1CC2C3CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]3(C)C[C@H](O)C2[C@@]2(C)C=CC(=O)C=C12 |r,c:30,t:34|"
VERO-2_1_H44_4,VERO-2_1_H44,VERO,VERO-2,1,H44,4,Active SARS-CoV-2,methylprednisolone-sodium-succinate,0.01,"C[C@H]1CC2C3CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]3(C)C[C@H](O)C2[C@@]2(C)C=CC(=O)C=C12 |r,c:30,t:34|"
VERO-2_1_H45_1,VERO-2_1_H45,VERO,VERO-2,1,H45,1,Active SARS-CoV-2,,,
VERO-2_1_H45_2,VERO-2_1_H45,VERO,VERO-2,1,H45,2,Active SARS-CoV-2,,,
VERO-2_1_H45_3,VERO-2_1_H45,VERO,VERO-2,1,H45,3,Active SARS-CoV-2,,,
VERO-2_1_H45_4,VERO-2_1_H45,VERO,VERO-2,1,H45,4,Active SARS-CoV-2,,,
VERO-2_1_H46_1,VERO-2_1_H46,VERO,VERO-2,1,H46,1,Active SARS-CoV-2,Haloperidol,0.3,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-2_1_H46_2,VERO-2_1_H46,VERO,VERO-2,1,H46,2,Active SARS-CoV-2,Haloperidol,0.3,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-2_1_H46_3,VERO-2_1_H46,VERO,VERO-2,1,H46,3,Active SARS-CoV-2,Haloperidol,0.3,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-2_1_H46_4,VERO-2_1_H46,VERO,VERO-2,1,H46,4,Active SARS-CoV-2,Haloperidol,0.3,"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 |c:15,26,t:10,12,21,23|"
VERO-2_1_H47_1,VERO-2_1_H47,VERO,VERO-2,1,H47,1,Active SARS-CoV-2,Imiquimod,0.01,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_1_H47_2,VERO-2_1_H47,VERO,VERO-2,1,H47,2,Active SARS-CoV-2,Imiquimod,0.01,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_1_H47_3,VERO-2_1_H47,VERO,VERO-2,1,H47,3,Active SARS-CoV-2,Imiquimod,0.01,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_1_H47_4,VERO-2_1_H47,VERO,VERO-2,1,H47,4,Active SARS-CoV-2,Imiquimod,0.01,"CC(C)CN1C=NC2=C1C1=CC=CC=C1N=C2N |c:5,7,12,14,17,t:10|"
VERO-2_1_I02_1,VERO-2_1_I02,VERO,VERO-2,1,I02,1,Active SARS-CoV-2,Camostat,10.0,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_1_I02_2,VERO-2_1_I02,VERO,VERO-2,1,I02,2,Active SARS-CoV-2,Camostat,10.0,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_1_I02_3,VERO-2_1_I02,VERO,VERO-2,1,I02,3,Active SARS-CoV-2,Camostat,10.0,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_1_I02_4,VERO-2_1_I02,VERO,VERO-2,1,I02,4,Active SARS-CoV-2,Camostat,10.0,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_1_I03_1,VERO-2_1_I03,VERO,VERO-2,1,I03,1,Active SARS-CoV-2,Arbidol,0.03,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_I03_2,VERO-2_1_I03,VERO,VERO-2,1,I03,2,Active SARS-CoV-2,Arbidol,0.03,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_I03_3,VERO-2_1_I03,VERO,VERO-2,1,I03,3,Active SARS-CoV-2,Arbidol,0.03,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_I03_4,VERO-2_1_I03,VERO,VERO-2,1,I03,4,Active SARS-CoV-2,Arbidol,0.03,"CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12 |c:5,11,13,t:9,18,21,28|"
VERO-2_1_I04_1,VERO-2_1_I04,VERO,VERO-2,1,I04,1,Active SARS-CoV-2,,,
VERO-2_1_I04_2,VERO-2_1_I04,VERO,VERO-2,1,I04,2,Active SARS-CoV-2,,,
VERO-2_1_I04_3,VERO-2_1_I04,VERO,VERO-2,1,I04,3,Active SARS-CoV-2,,,
VERO-2_1_I04_4,VERO-2_1_I04,VERO,VERO-2,1,I04,4,Active SARS-CoV-2,,,
VERO-2_1_I05_1,VERO-2_1_I05,VERO,VERO-2,1,I05,1,Active SARS-CoV-2,Cobicistat,1.0,"CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1 |c:32,34,44,51,53,55,t:3,30,42,49|"
VERO-2_1_I05_2,VERO-2_1_I05,VERO,VERO-2,1,I05,2,Active SARS-CoV-2,Cobicistat,1.0,"CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1 |c:32,34,44,51,53,55,t:3,30,42,49|"
VERO-2_1_I05_3,VERO-2_1_I05,VERO,VERO-2,1,I05,3,Active SARS-CoV-2,Cobicistat,1.0,"CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1 |c:32,34,44,51,53,55,t:3,30,42,49|"
VERO-2_1_I05_4,VERO-2_1_I05,VERO,VERO-2,1,I05,4,Active SARS-CoV-2,Cobicistat,1.0,"CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1 |c:32,34,44,51,53,55,t:3,30,42,49|"
VERO-2_1_I06_1,VERO-2_1_I06,VERO,VERO-2,1,I06,1,Active SARS-CoV-2,Chloroquine,0.3,"CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:13,18,t:11,15,20|"
VERO-2_1_I06_2,VERO-2_1_I06,VERO,VERO-2,1,I06,2,Active SARS-CoV-2,Chloroquine,0.3,"CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:13,18,t:11,15,20|"
VERO-2_1_I06_3,VERO-2_1_I06,VERO,VERO-2,1,I06,3,Active SARS-CoV-2,Chloroquine,0.3,"CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:13,18,t:11,15,20|"
VERO-2_1_I06_4,VERO-2_1_I06,VERO,VERO-2,1,I06,4,Active SARS-CoV-2,Chloroquine,0.3,"CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12 |c:13,18,t:11,15,20|"
VERO-2_1_I07_1,VERO-2_1_I07,VERO,VERO-2,1,I07,1,Active SARS-CoV-2,Camostat,0.1,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_1_I07_2,VERO-2_1_I07,VERO,VERO-2,1,I07,2,Active SARS-CoV-2,Camostat,0.1,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_1_I07_3,VERO-2_1_I07,VERO,VERO-2,1,I07,3,Active SARS-CoV-2,Camostat,0.1,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
VERO-2_1_I07_4,VERO-2_1_I07,VERO,VERO-2,1,I07,4,Active SARS-CoV-2,Camostat,0.1,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
