compound_id,name,HUVEC-1,smiles
2785,Clindamycin Phosphate,0.249831674,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O |r|
1337,Thiram,0.082441554,CN(C)C(=S)SSC(=S)N(C)C
765,Aceglutamide,0.249588044,CC(=O)N[C@@H](CCC(N)=O)C(O)=O
693,Decitabine,0.249173811,"NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1 |c:6,t:1|"
1932,Danofloxacin mesylate,0.249079858,"CN1C[C@@H]2C[C@H]1CN2C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O |c:10,17,25,t:13|"
1914,evans-blue,0.156771276,"CC1=C(C=CC(=C1)C1=CC(C)=C(C=C1)\N=N\C1=C(O)C2=C(N)C(=CC(=C2C=C1)S(O)(=O)=O)S(O)(=O)=O)\N=N\C1=CC=C2C(=CC(=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O |c:3,5,11,13,18,21,24,26,29,46,52,t:1,8,42,44,48|"
3529,Lamotrigine,0.248547639,"NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl |c:4,6,11,14,t:1,9|"
1634,Sorafenib,0.094197205,"CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1 |c:21,28,30,32,t:4,8,10,16,18|"
3080,Levetiracetam,0.248246428,CC[C@H](N1CCCC1=O)C(N)=O
3735,BMY 45778,0.248198101,"OC(=O)COC1=CC(=CC=C1)C1=C(N=CO1)C1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1 |c:7,9,14,20,26,28,33,35,t:5,12,18,24,31|"
3065,Pidotimod,0.168326256,OC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CCC(=O)N1
2429,eflornithine,0.247917579,"NCCC[C@](N)(C(F)F)C(O)=O |&1:4,r|"
2028,Clozapine,0.247618786,"CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2 |c:10,13,16,18,21,24,t:8|"
2651,Fasudil,0.247604738,"O=S(=O)(N1CCCNCC1)C1=C2C=CN=CC2=CC=C1 |c:11,13,15,18,20|"
3579,Ciprofloxacin,0.247431286,"OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O |c:15,t:3,10,12|"
1812,Diacerein,0.247202306,"CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O |c:6,8,13,19,21,t:4|"
1664,maxacalcitol,0.247158596,"[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C([2H])([2H])[2H] |a:9,11,14,19,25,28,r|"
3359,Fluphenazine,0.247027023,"OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1 |c:13,15,19,22,24,t:11|"
3687,Pirenzepine,0.246718602,"CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1 |c:11,13,19,22,24,t:9|"
2245,Gemfibrozil,0.246718593,"CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1 |c:16,t:1,13|"
3714,YK-4-279,0.183321593,"COC1=CC=C(C=C1)C(=O)CC1(O)C(=O)NC2=C(Cl)C=CC(Cl)=C12 |c:4,6,17,20,t:2,23|"
3078,closantel,0.246206284,"CC1=C(NC(=O)C2=CC(I)=CC(I)=C2O)C=C(Cl)C(=C1)[C@@H](C#N)C1=CC=C(Cl)C=C1 |&1:20,r,c:1,9,12,19,30,t:6,16,25,27|"
3318,Apremilast,0.205594055,"CCOC1=C(OC)C=CC(=C1)[C@@H](CS(C)(=O)=O)N1C(=O)C2=C(C1=O)C(NC(C)=O)=CC=C2 |c:3,7,9,21,30,32|"
2394,Besifloxacin,0.245838708,"N[C@@H]1CCCCN(C1)C1=C(Cl)C2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O |c:9,12,14,20|"
3223,SDZ-220-581,0.24558054,"N[C@@H](CC1=CC(=CC(CP(O)(O)=O)=C1)C1=C(Cl)C=CC=C1)C(O)=O |a:1,r,c:5,12,15,18,20,t:3|"
2981,Tinidazole,0.245470492,"CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O |c:9,11|"
3340,Fingolimod,0.24543032,"CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1 |c:20,t:8,10|"
1543,norgestrel,0.245227477,"CC[C@]12CCC3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C |a:2,6,15,16,19,r,t:9|"
1771,Sertaconazole,0.245191423,"ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl |c:4,6,12,14,22,25,27,t:1,19|"
1130,bupivacaine,0.245021955,"CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C |&1:9,r,c:14,17,19|"
3286,Acetohexamide,0.244738908,"CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1 |c:5,7,t:3|"
3458,butylphthalide,0.160757923,"CCCCC1OC(=O)C2=C1C=CC=C2 |c:8,11,13|"
3325,ciprofibrate,0.244647664,"CC(C)(OC1=CC=C(C=C1)[C@H]1CC1(Cl)Cl)C(O)=O |&1:10,r,c:6,8,t:4|"
424,Levosulpiride,0.244539934,"CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O |c:12,16,18|"
2901,Glimepiride,0.197852425,"CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O |r,c:2,14,16,t:12|"
1464,L-Aspartic-Acid,0.171661323,"N[C@@H](CC(O)=O)C(O)=O |a:1,r|"
3326,Cilazapril,0.243665371,"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O |r,c:10,12,t:8|"
2612,etilefrine,0.243437927,"CCNCC(O)C1=CC=CC(O)=C1 |c:8,11,t:6|"
2776,Diphemanil,0.243252251,"C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1 |c:12,14,19,21,t:10,17|"
2376,perchlozone,0.243011548,"NC(=S)NN=CC1=CC=NC=C1 |c:8,10,t:6|"
2722,homatropine,0.242687376,"CN1C2CC[C@H]1C[C@H](C2)OC(=O)C(O)C1=CC=CC=C1 |a:5,7,r,c:18,20,t:16,THB:0:1:7.8.6:3.4|"
735,aminolevulinic-acid-benzyl-ester,0.242365695,"NCC(=O)CCC(=O)OCC1=CC=CC=C1 |c:12,14,t:10|"
450,Dabigatran etexilate,-0.034306851,"CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=CC=CC=N3)N2C)C=C1 |c:22,24,39,41,47,t:12,14,18,20,37|"
3290,Palomid 529 (P529),0.241778838,"COC1=CC=C(COC2=C(OC)C=C3C(OC(=O)C4=C3C=CC(=C4)C(C)O)=C2)C=C1 |c:8,12,18,21,23,28,31,t:2,4|"
540,Theophylline-7-acetic acid,0.241743047,"CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O |c:9,t:2|"
1204,Imidafenacin,0.241721102,"CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:3,15,17,22,24,t:1,13,20|"
3249,cabergoline,0.241422191,"CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(CC=C)C1 |a:14,16,17,r,c:24,27,t:19,22|"
1549,bempedoic acid,0.241343695,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O
328,clarithromycin,0.17166527,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC |r|
2477,epirizole,0.218552516,"COC1=CC(C)=NN1C1=NC(C)=CC(OC)=N1 |c:5,12,16,t:2,9|"
446,Levamlodipine,0.240720082,"CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC |r,c:5,14,20,22,t:18|"
72,Olmutinib,-0.035082833,"CN1CCN(CC1)C1=CC=C(NC2=NC(OC3=CC(NC(=O)C=C)=CC=C3)=C3SC=CC3=N2)C=C1 |c:24,26,31,34,37,t:8,10,13,17,28|"
3253,SIN-1 chloride,0.240565789,"NC1=C[N+](=NO1)N1CCOCC1 |c:3,t:1|"
1869,Propoxur,0.24056553,"CNC(=O)OC1=CC=CC=C1OC(C)C |c:7,9,t:5|"
1138,Vidarabine,0.240517801,"NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)C2=NC=N1 |c:1,3,17,19|"
786,iohexol,0.240440018,"CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I |c:9,31,t:20|"
163,stepronin,0.146820723,"CC(SC(=O)C1=CC=CS1)C(=O)NCC(O)=O |c:7,t:5|"
2079,Enalapril,0.240324239,"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O |c:10,12,t:8|"
3099,Bafilomycin A1,-0.244251074,"[H][C@@]1(OC(=O)\C(OC)=C\C(\C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C\C(C)=C\C=C\[C@@H]1OC)[C@@H](C)[C@@H](O)[C@H](C)[C@@]1(O)C[C@@H](O)[C@H](C)[C@H](O1)C(C)C |t:7,10,20,22|"
2403,mabuprofen,0.206313363,"CC(C)CC1=CC=C(C=C1)C(C)C(=O)NCCO |c:6,8,t:4|"
1288,Celecoxib,0.239876458,"CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F |c:3,5,10,16,18,t:1,8,14|"
1562,Gallamine,0.239138034,"CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC |c:12,24,t:10|"
3182,Isosorbide mononitrate,0.238794186,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O
118,garenoxacin,0.238773026,"C[C@H]1NCC2=C1C=CC(=C2)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1OC(F)F)C(O)=O |a:1,r,c:4,7,9,18,26,t:12,14|"
2834,6-Thioguanine,0.189970655,"NC1=NC2=C(NC=N2)C(=S)N1 |c:6,t:1,3|"
286,Narlaprevir,0.238269806,[H][C@]12CN([C@H](C(=O)N[C@@H](CCCC)C(=O)C(=O)NC3CC3)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C
3104,Ethoxzolamide,0.238184694,"CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O |c:5,7,10,t:3|"
2013,(+)-Cedrol,0.238115385,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O
1779,promazine,0.237581912,"CN(C)CCCN1C2=C(SC3=C1C=CC=C3)C=CC=C2 |c:7,10,13,15,18,20|"
1652,decoquinate,0.237403321,"CCCCCCCCCCOC1=C(OCC)C=C2N=CC(C(=O)OCC)=C(O)C2=C1 |c:11,18,29,t:16,25|"
3356,Hydroxyurea,0.173165379,NC(=O)NO
134,Camostat,0.193704001,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
3565,terconazole,0.236383181,"CC(C)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1 |a:15,18,r,c:22,24,29,35,38,t:10,12,32|"
3342,Dantrolene,0.23617469,"[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)[N-]C1=O |c:5,7,12,t:3,10|"
2479,Nonivamide,0.185904065,"CCCCCCCCC(=O)NCC1=CC=C(O)C(OC)=C1 |c:19,t:12,14|"
1849,acetophenazine,0.235876359,"CC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCN(CCO)CC2)C=C1 |c:10,12,30,t:3,5,8|"
504,gepefrine,0.235668812,"CC(N)CC1=CC=CC(O)=C1 |c:6,9,t:4|"
3159,riboflavin,0.235364746,"CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C1=NC(=O)NC(=O)C1=N2 |a:10,12,14,r,c:3,5,27,t:1,19|"
1493,Carbamazepine,0.194941733,"NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2 |c:6,8,11,13,16,18,t:4|"
2912,miglustat,0.235236369,"CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO |a:6,8,10,12,r|"
1547,Eupatilin,0.065814248,"COC1=CC=C(C=C1OC)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O |c:4,6,15,24,t:2,11,19|"
2526,Levalbuterol,0.235086456,"CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1 |c:15,t:8,12|"
3306,Nepafenac,0.234966302,"NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N |c:6,13,15,17,t:4,11|"
1364,ramifenazone,0.234681833,"CC(C)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1 |c:4,15,17,t:13|"
3046,Dacarbazine,0.23446726,"CN(C)\N=N\C1=C(N=CN1)C(N)=O |c:7,t:5|"
3682,Raloxifene,0.051686515,"OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2 |c:3,5,8,26,29,36,t:1,12,14,33|"
2628,Carbetapentane,0.234102316,"CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1 |c:21,23,t:19|"
859,Antazoline,0.233955095,"C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1 |c:5,7,12,14,t:3,10,17|"
1524,Mirabegron,0.233902765,"NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1 |c:20,22,25,27,t:1,8,10,18|"
875,bopindolol,0.154552443,"CC1=CC2=C(OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3)C=CC=C2N1 |c:3,19,21,24,26,t:1,17|"
3243,Pargyline,0.233785517,"CN(CC#C)CC1=CC=CC=C1 |c:8,10,t:6|"
2983,Indocyanine green,-0.002918091,"CC1(C)\C(=C/C=C/C=C/C=C/C2=[N+](CCCCS(O)(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS(O)(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:11,25,27,30,46,51,53,56,t:21,23,49|"
1763,Cyromazine,0.233697775,"NC1=NC(NC2CC2)=NC(N)=N1 |c:8,11,t:1|"
331,Cinchophen,0.233554497,"OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1 |c:3,5,7,10,12,17,19,t:15|"
361,Olmesartan medoxomil,0.233490426,"CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=O)OCC1=C(C)OC(=O)O1)C(C)(C)O |c:5,12,14,19,21,27,34,t:3,10,17,24|"
400,NVP-AEW541,0.23348566,"NC1=NC=NC2=C1C(=CN2[C@@H]1C[C@H](CN2CCC2)C1)C1=CC(OCC2=CC=CC=C2)=CC=C1 |r,c:3,5,8,30,32,34,36,t:1,23,28|"
724,paroxypropione,0.233479471,"CCC(=O)C1=CC=C(O)C=C1 |c:9,t:4,6|"
2029,chlorprothixene,0.233014954,"CN(C)CC\C=C1\C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2 |c:7,10,16,19,21,t:13|"
3256,carbinoxamine,0.232660709,"CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1 |c:12,17,19,t:7,9,15|"
1593,chiniofon,-0.078230647,"OC1=C(I)C=C(C2=CC=CN=C12)S(O)(=O)=O |c:1,4,8,t:6,10|"
552,Loratadine,0.232341632,"CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2 |c:13,17,20,22,28,t:25|"
782,Umeclidinium bromide,0.232278391,"OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2 |c:4,6,11,13,26,28,t:2,9,24|"
930,Flutamide,0.198156016,"CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F |c:8,10,t:6|"
408,Atropine,0.231887115,"CN1C2CCC1CC(C2)OC(=O)C(CO)C1=CC=CC=C1 |c:19,21,t:17|"
3557,Dexrazoxane,0.193881249,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
3402,dimethisoquin,0.231538296,"CCCCC1=CC2=CC=CC=C2C(OCCN(C)C)=N1 |c:8,10,19,t:4,6|"
2292,lufenuron,0.231255312,"FC(C(F)(F)F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C(Cl)=C1 |c:10,21,24,26,31,t:13|"
1213,Doxycycline hyclate,0.231120909,"CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(O)=O)C(=O)NCCCCN=C(N)N |a:4,8,10,r|"
2084,Conivaptan,0.128741825,"CC1=NC2=C(N1)C1=C(C=CC=C1)N(CC2)C(=O)C1=CC=C(NC(=O)C2=C(C=CC=C2)C2=CC=CC=C2)C=C1 |c:3,9,11,29,31,36,38,41,t:1,7,20,22,27,34|"
646,Refametinib,0.231088166,"COC1=C(NS(=O)(=O)C2(C[C@H](O)CO)CC2)C(NC2=CC=C(I)C=C2F)=C(F)C(F)=C1 |c:2,24,31,t:19,21,27|"
1436,cyclovalone,0.210857759,"COC1=C(O)C=CC(\C=C2/CCC\C(=C/C3=CC(OC)=C(O)C=C3)C2=O)=C1 |c:2,5,22,27,t:15,19|"
2840,Guaifenesin,0.230930082,"COC1=C(OCC(O)CO)C=CC=C1 |c:2,10,12|"
2588,Clopidol,0.230839438,"CC1=C(Cl)C(=O)C(Cl)=C(C)N1 |c:1,t:7|"
2137,Methylergonovine,0.230775867,"CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1 |c:19,26,t:14,17,21|"
1455,Trientine,0.230703795,NCCNCCNCCN
2832,Xylose,0.23039409,OC[C@@H](O)[C@H](O)[C@@H](O)C=O
84,Atenolol,0.145130983,"CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1 |c:17,t:9,11|"
280,Coumarin,0.153700581,"O=C1OC2=C(C=CC=C2)C=C1 |c:5,7,10,t:3|"
1703,tolonidine,0.153537766,"CC1=CC(Cl)=C(NC2=NCCN2)C=C1 |c:13,t:1,4,7|"
3642,valganciclovir,0.230034552,"CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1N=C(N)NC2=O |a:3,r,c:15,17,t:20|"
3461,tropisetron,0.07628968,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C1=CNC2=C1C=CC=C2 |a:2,5,7,r,c:17,20,22,t:14,THB:0:1:7.8.6:3.4|"
3144,Bedaquiline fumarate,0.229546677,"COC1=C(C=C2C=C(Br)C=CC2=N1)[C@@H](C1=CC=CC=C1)[C@@](O)(CCN(C)C)C1=C2C=CC=CC2=CC=C1 |c:9,12,18,20,30,32,34,37,39,t:2,4,6,16|"
3605,Metamizole,0.044649395,"CN(CS([O-])(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1 |c:7,18,20,t:16|"
3667,pergolide,0.229361239,"CCCN1C[C@H](CSC)C[C@H]2[C@H]1CC1=CNC3=CC=CC2=C13 |a:5,10,11,r,c:19,22,t:14,17|"
2041,Quinine,0.229227202,"COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H]1C[C@@H]2CCN1C[C@@H]2C=C |c:6,8,11,t:2,4|"
603,Zileuton,0.039427283,"CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1 |c:11,13,t:7,9|"
1962,Metergoline,0.229027407,"[H][C@]1(CNC(=O)OCC2=CC=CC=C2)CN(C)[C@]2([H])CC3=CN(C)C4=CC=CC(=C34)[C@@]2([H])C1 |c:10,12,27,t:8,21,25,29|"
2018,picotamide,0.202008531,"COC1=C(C=C(C=C1)C(=O)NCC1=CN=CC=C1)C(=O)NCC1=CN=CC=C1 |c:4,6,15,17,26,28,t:2,13,24|"
3730,Ro-20-1724,-0.031603697,"CCCCOC1=C(OC)C=CC(CC2CNC(=O)N2)=C1 |c:5,9,19|"
2792,Lorlatinib,-0.566671778,"C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2 |r,c:3,6,8,11,17,25,31,t:28|"
1673,Cefcapene Pivoxil Hydrochloride,0.227866043,"[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=C/CC)\C1=CSC(N)=N1)C(=O)OCOC(=O)C(C)(C)C |c:9,28,t:24|"
541,pancuronium,0.227726115,"CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1 |a:4,5,7,8,11,13,18,20,22,25,r|"
1327,Aprindine hydrochloride,0.171773452,"CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1 |c:13,15,22,24,t:11,20|"
1923,Desloratadine,0.227579333,"ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1 |c:3,5,16,21,23,t:1|"
151,aztreonam,0.227228791,"C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C2=CSC(N)=N2)C(=O)N1S(O)(=O)=O |a:1,2,r,c:19,t:15|"
1949,Nortriptyline,0.217348194,"CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12 |c:8,10,17,t:6,15,19|"
3250,Propacetamol,0.139345531,"CCN(CC)CC(=O)OC1=CC=C(NC(C)=O)C=C1 |c:17,t:9,11|"
2516,Nelfinavir,0.226271797,"[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C |c:19,21,27,31,33,t:17|"
533,fenoldopam,0.005009192,"OC1=CC=C(C=C1)[C@@H]1CNCCC2=C1C=C(O)C(O)=C2Cl |&1:7,r,c:3,5,13,20,t:1,16|"
1101,doxazosin,0.225872709,"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)[C@@H]1COC2=C(O1)C=CC=C2 |&1:23,r,c:2,9,11,14,29,33,35,t:6|"
3575,pilsicainide,0.225378577,"CC1=CC=CC(C)=C1NC(=O)CC12CCCN1CCC2 |c:3,6,t:1|"
2148,Florfenicol,0.225185054,"CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl |c:6,8,t:4|"
27,piketoprofen,0.225181448,"CC(C(=O)NC1=NC=CC(C)=C1)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1 |c:7,10,15,17,24,26,t:5,13,22|"
3190,Felbamate,0.225066286,"NC(=O)OCC(COC(N)=O)C1=CC=CC=C1 |c:13,15,t:11|"
3499,Lafutidine,0.205208809,"O=C(CS(=O)CC1=CC=CO1)NC\C=C/COC1=CC(CN2CCCCC2)=CC=N1 |c:8,28,30,t:6,18|"
3343,Roxithromycin,0.224410813,CC[C@H]1OC(=O)[C@H](C)[C@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
1999,Disulfiram,0.224344173,CCN(CC)C(=S)SSC(=S)N(CC)CC
562,Piperonyl butoxide,0.224324126,"CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC |c:20,t:12,14|"
1791,cefonicid,0.224208638,"O[C@@H](C(=O)NC1[C@H]2SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)C1=CC=CC=C1 |a:1,6,r,c:14,22,34,36,t:12,32|"
2873,dyphylline,0.059725256,"CN1C2=C(N(C[C@H](O)CO)C=N2)C(=O)N(C)C1=O |&1:6,r,c:10,t:2|"
2001,Repaglinide,0.22410217,"CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O |c:5,19,21,30,t:3,17|"
750,rabeprazole,0.224100002,"COCCCOC1=C(C)C(C[S@](=O)C2=NC3=C(N2)C=CC=C3)=NC=C1 |&1:11,r,c:6,15,19,21,23,25,t:13|"
1818,Fludarabine phosphate,0.224037928,"NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)C2=NC(F)=N1 |c:1,3,17,20|"
1979,vinblastine,-0.648847185,"CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=C1C=CC=C3)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C)[C@@H]3C4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1 |a:2,5,20,34,42,45,46,51,r,c:15,18,20,30,44,65,t:12,34|"
3480,Etizolam,0.089289115,"CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl |c:4,10,12,16,21,23,t:2,19|"
3227,gallopamil,0.223146629,"COC1=CC(=CC(OC)=C1OC)C(CCCN(C)CCC1=CC(OC)=C(OC)C=C1)(C#N)C(C)C |c:4,8,29,t:2,21,25|"
3277,Filgotinib,0.223043496,"O=C(NC1=NN2C(C=CC=C2C2=CC=C(CN3CCS(=O)(=O)CC3)C=C2)=N1)C1CC1 |c:7,9,26,28,t:3,12,14|"
2891,Ranitidine,0.175794022,"CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O |t:8,10|"
12,Fluvoxamine,0.222937555,"COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F |c:14,16,t:12|"
858,Delamanid,0.222781392,"C[C@]1(COC2=CC=C(C=C2)N2CCC(CC2)OC2=CC=C(OC(F)(F)F)C=C2)CN2C=C(N=C2O1)[N+]([O-])=O |c:6,8,28,33,35,t:4,19,21|"
3337,Oxymetazoline,0.19763404,"CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C |c:7,t:1,3,11|"
3566,Rizatriptan,0.222253065,"CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2 |c:8,15,17,20,t:5,11|"
