compound_id,name,HRCE-1,HRCE-2,smiles
1419,Tolcapone,,0.000528432,"CC1=CC=C(C=C1)C(=O)C1=CC(O)=C(O)C(=C1)[N+]([O-])=O |c:3,5,16,t:1,10,13|"
1195,balofloxacin,0.257479924,,"CN[C@H]1CCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O |&1:2,r,c:9,16,24,t:12|"
1910,tocainide,,-0.085652899,"CC(N)C(=O)NC1=C(C)C=CC=C1C |c:6,9,11|"
3032,Anastrozole,,0.2057249,"CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N |c:7,12,14,16,t:5|"
3437,carprofen,0.074622304,,"C[C@@H](C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1 |&1:1,r,c:7,9,12,16,19,t:5|"
425,betamethasone-acetate,0.256249734,,"C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O |a:1,13,15,17,20,22,r,c:11,t:7|"
2769,LGX818,,0.25610113,"COC(=O)NC(C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C |c:11,13,19,25,32,t:9,16,22|"
878,metrizamide,0.088207867,,"CN(C(C)=O)C1=C(I)C(NC(C)=O)=C(I)C(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)=C1I |r,c:5,30,t:12|"
3669,Dirithromycin,0.056508555,,[H][C@@]12N[C@@H](COCCOC)OC([H])([C@@H]1C)[C@](C)(O)[C@H](CC)OC(=O)[C@@H](C)[C@@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@@H](C)[C@@H](O[C@@H]1O[C@@H](C)C[C@@H]([C@H]1O)N(C)C)[C@@](C)(O)C[C@H]2C
322,Tranilast,,0.255462677,"COC1=C(OC)C=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1 |c:2,15,17,23,t:6,13|"
1156,Tolvaptan,,0.109271132,"CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCCC(O)C2=C1C=CC(Cl)=C2 |c:3,5,14,16,27,30,33,t:1,11|"
2672,Tiaprofenic acid,0.156847734,,"CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1 |c:7,15,17,t:5,13|"
2475,ARN-509,0.147224678,,"CNC(=O)C1=CC=C(C=C1F)N1C(=S)N(C(=O)C11CCC1)C1=CN=C(C#N)C(=C1)C(F)(F)F |c:6,8,30,t:4,24,26|"
1830,Linezolid,,0.022804375,"CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCOCC2)C(F)=C1 |c:24,t:12,14|"
1893,Ligustrazine hydrochloride,0.084862484,,"CC1=NC(C)=C(C)N=C1C |c:7,t:1,4|"
1065,gemifloxacin,,0.072534442,"CO\N=C1/CN(C[C@@H]1CN)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=N1)C(O)=O |&1:7,r,c:11,18,26,t:14|"
2506,Zotepine,,-0.057714059,"CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12 |c:10,12,t:6,8,16,18,21|"
1308,melevodopa,,0.203996417,"COC(=O)[C@@H](N)CC1=CC(O)=C(O)C=C1 |a:4,r,c:13,t:7,10|"
1832,Oxeladin,0.254015851,,"CCN(CC)CCOCCOC(=O)C(CC)(CC)C1=CC=CC=C1 |c:20,22,t:18|"
760,Methenamine,0.230470949,,C1N2CN3CN1CN(C2)C3
1304,Chlorpropamide,0.20874576,,"CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1 |c:15,t:10,12|"
1506,Levamisole,,0.108375392,"C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1 |c:5,12,14,t:10|"
343,sertraline,,0.019943051,"CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=C1C=CC=C2 |c:12,15,18,20,t:6,9|"
752,fluorometholone,,-0.142847466,"C[C@H]1CC2C3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)C2(C)C=CC(=O)C=C12 |a:1,7,12,15,17,r,c:23,t:27|"
968,cefmenoxime,,0.164058987,"CO\N=C(\C(=O)NC1C2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1 |c:16,20,34,t:14,30|"
2788,miconazole,,0.003346747,"ClC1=CC(Cl)=C(CO[C@@H](CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1 |&1:8,r,c:11,13,16,22,25,t:1,4,19|"
154,Cysteamine,0.252972049,,NCCS
3260,(R)-Tegafur,,0.090630127,FC1=CN([C@H]2CCCO2)C(=O)NC1=O |t:1|
392,fexofenadine,,0.111764989,"CC(C)(C(O)=O)C1=CC=C(C=C1)[C@@H](O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1 |&1:12,r,c:8,10,29,31,36,38,t:6,27,34|"
2093,frovatriptan,0.106336231,,"CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O |a:2,r,c:5,9,13,15|"
2818,Eravacycline (dihydrochloride),,0.252584414,"[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2 |c:3,19,t:6,25,35|"
677,Etofylline,0.071336131,,"CN1C2=C(N(CCO)C=N2)C(=O)N(C)C1=O |c:8,t:2|"
3600,Efonidipine,0.129650293,0.139144101,"CC1=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(CC1=CC=CC=C1)C1=CC=CC=C1 |c:6,8,38,40,45,47,t:1,4,14,36,43|"
2563,Ciclesonide,0.251920185,,"[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(O[C@@H](O2)C1CCCCC1)C(=O)COC(=O)C(C)C |c:13,t:9|"
3697,dehydroepiandrosterone-sulfate,0.140460711,,"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@H](CC[C@]34C)OS(O)(=O)=O)[C@@H]1CCC2=O |a:1,4,5,10,13,20,r,t:7|"
7,Atazanavir,0.141437947,,"COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=NC=CC=C1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C |c:13,15,25,27,32,34,t:11,23,30|"
3426,Lesinurad,,0.205467546,"[O-]C(=O)CSC1=NN=C(Br)N1C1=C2C=CC=CC2=C(C=C1)C1CC1 |c:12,14,16,19,21,t:5,7|"
1134,Mesna,0.149002052,,[O-]S(=O)(=O)CCS
679,levomepromazine,,-0.083894359,"COC1=CC2=C(SC3=C(C=CC=C3)N2C[C@H](C)CN(C)C)C=C1 |a:15,r,c:9,11,23,t:2,4,7|"
2920,Carbimazole,0.251060586,,CCOC(=O)N1C=CN(C)C1=S |c:6|
1263,Carteolol,0.164605167,,"CC(C)(C)NCC(O)COC1=C2CCC(=O)NC2=CC=C1 |c:10,18,20|"
2418,Tacrine,,-0.074444704,"NC1=C2CCCCC2=NC2=CC=CC=C12 |c:1,8,12,t:10,14|"
1660,Phenylbutyrate,,0.170605271,"[O-]C(=O)CCCC1=CC=CC=C1 |c:8,10,t:6|"
1125,Ambrisentan,0.066873986,,"COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:8,11,19,21,26,28,t:5,17,24|"
3,hydroxyzine,,0.003079785,"OCCOCCN1CCN(CC1)[C@@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1 |&1:12,r,c:16,18,26,t:14,21,23|"
916,levocabastine,0.11771364,,"C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1 |a:1,6,16,19,r,c:13,15,32,t:11,27,29|"
1366,cilnidipine,,0.250313346,"COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCC=CC1=CC=CC=C1 |c:7,12,18,20,34,36,t:16,32|"
3114,ketorolac,,0.235562351,"OC(=O)[C@@H]1CCN2C1=CC=C2C(=O)C1=CC=CC=C1 |&1:3,r,c:10,17,19,t:8,15|"
3129,Clomipramine,,0.129071798,"CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2 |c:7,11,17,20,22,t:14|"
1856,isoleucine,,0.091207442,CCC(C)C(N)C(O)=O
34,ODM-201,0.225784115,,"CC(CN1C=CC(=N1)C1=CC(Cl)=C(C=C1)C#N)NC(=O)C1=NNC(=C1)C(C)O |c:4,6,12,14,25,t:9,22|"
26,Sulindac,0.144724943,,"CC1=C(CC(O)=O)C2=C(C=CC(F)=C2)\C1=C/C1=CC=C(C=C1)S(C)=O |c:1,9,12,20,22,t:7,18|"
2619,Sasapyrine,0.249864843,,"OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O |c:5,7,15,17,t:3,13|"
2785,Clindamycin Phosphate,0.185238888,,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O |r|
1337,Thiram,0.249734878,,CN(C)C(=S)SSC(=S)N(C)C
765,Aceglutamide,0.205093029,,CC(=O)N[C@@H](CCC(N)=O)C(O)=O
693,Decitabine,,-0.053939628,"NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1 |c:6,t:1|"
1932,Danofloxacin mesylate,,0.014861865,"CN1C[C@@H]2C[C@H]1CN2C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O |c:10,17,25,t:13|"
1914,evans-blue,0.248641884,,"CC1=C(C=CC(=C1)C1=CC(C)=C(C=C1)\N=N\C1=C(O)C2=C(N)C(=CC(=C2C=C1)S(O)(=O)=O)S(O)(=O)=O)\N=N\C1=CC=C2C(=CC(=C(N)C2=C1O)S(O)(=O)=O)S(O)(=O)=O |c:3,5,11,13,18,21,24,26,29,46,52,t:1,8,42,44,48|"
3529,Lamotrigine,,0.075797829,"NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl |c:4,6,11,14,t:1,9|"
1634,Sorafenib,0.248357189,,"CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1 |c:21,28,30,32,t:4,8,10,16,18|"
3080,Levetiracetam,,0.046593729,CC[C@H](N1CCCC1=O)C(N)=O
3735,BMY 45778,,0.032673589,"OC(=O)COC1=CC(=CC=C1)C1=C(N=CO1)C1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1 |c:7,9,14,20,26,28,33,35,t:5,12,18,24,31|"
3065,Pidotimod,0.247919615,,OC(=O)[C@@H]1CSCN1C(=O)[C@@H]1CCC(=O)N1
2429,eflornithine,,0.225788805,"NCCC[C@](N)(C(F)F)C(O)=O |&1:4,r|"
2028,Clozapine,,0.192464762,"CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2 |c:10,13,16,18,21,24,t:8|"
2651,Fasudil,0.121298354,,"O=S(=O)(N1CCCNCC1)C1=C2C=CN=CC2=CC=C1 |c:11,13,15,18,20|"
3579,Ciprofloxacin,0.125475339,,"OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O |c:15,t:3,10,12|"
1812,Diacerein,0.157163884,,"CC(=O)OC1=CC=CC2=C1C(=O)C1=C(OC(C)=O)C=C(C=C1C2=O)C(O)=O |c:6,8,13,19,21,t:4|"
1664,maxacalcitol,-0.12823877,,"[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C([2H])([2H])[2H] |a:9,11,14,19,25,28,r|"
3359,Fluphenazine,0.122363259,,"OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1 |c:13,15,19,22,24,t:11|"
3687,Pirenzepine,0.196068607,,"CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1 |c:11,13,19,22,24,t:9|"
2245,Gemfibrozil,0.052155425,,"CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1 |c:16,t:1,13|"
3714,YK-4-279,,0.246575183,"COC1=CC=C(C=C1)C(=O)CC1(O)C(=O)NC2=C(Cl)C=CC(Cl)=C12 |c:4,6,17,20,t:2,23|"
3078,closantel,,0.139618771,"CC1=C(NC(=O)C2=CC(I)=CC(I)=C2O)C=C(Cl)C(=C1)[C@@H](C#N)C1=CC=C(Cl)C=C1 |&1:20,r,c:1,9,12,19,30,t:6,16,25,27|"
3318,Apremilast,0.245915548,,"CCOC1=C(OC)C=CC(=C1)[C@@H](CS(C)(=O)=O)N1C(=O)C2=C(C1=O)C(NC(C)=O)=CC=C2 |c:3,7,9,21,30,32|"
2394,Besifloxacin,0.126069241,,"N[C@@H]1CCCCN(C1)C1=C(Cl)C2=C(C=C1F)C(=O)C(=CN2C1CC1)C(O)=O |c:9,12,14,20|"
3223,SDZ-220-581,,0.145587467,"N[C@@H](CC1=CC(=CC(CP(O)(O)=O)=C1)C1=C(Cl)C=CC=C1)C(O)=O |a:1,r,c:5,12,15,18,20,t:3|"
2981,Tinidazole,0.043056843,,"CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O |c:9,11|"
3340,Fingolimod,-0.159933705,,"CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1 |c:20,t:8,10|"
1543,norgestrel,,0.088541882,"CC[C@]12CCC3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C |a:2,6,15,16,19,r,t:9|"
1771,Sertaconazole,,0.038031814,"ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=CSC2=C1C=CC=C2Cl |c:4,6,12,14,22,25,27,t:1,19|"
1130,bupivacaine,,0.150316378,"CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C |&1:9,r,c:14,17,19|"
3286,Acetohexamide,0.129569387,,"CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1 |c:5,7,t:3|"
3458,butylphthalide,,0.244691066,"CCCCC1OC(=O)C2=C1C=CC=C2 |c:8,11,13|"
3325,ciprofibrate,,0.109942867,"CC(C)(OC1=CC=C(C=C1)[C@H]1CC1(Cl)Cl)C(O)=O |&1:10,r,c:6,8,t:4|"
424,Levosulpiride,,0.120899881,"CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O |c:12,16,18|"
2901,Glimepiride,,0.243933507,"CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O |r,c:2,14,16,t:12|"
1464,L-Aspartic-Acid,,0.243838253,"N[C@@H](CC(O)=O)C(O)=O |a:1,r|"
3326,Cilazapril,0.158557575,,"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O |r,c:10,12,t:8|"
2612,etilefrine,,-0.036879437,"CCNCC(O)C1=CC=CC(O)=C1 |c:8,11,t:6|"
2776,Diphemanil,0.06957228,,"C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1 |c:12,14,19,21,t:10,17|"
2376,perchlozone,0.087408965,,"NC(=S)NN=CC1=CC=NC=C1 |c:8,10,t:6|"
2722,homatropine,0.095936743,,"CN1C2CC[C@H]1C[C@H](C2)OC(=O)C(O)C1=CC=CC=C1 |a:5,7,r,c:18,20,t:16,THB:0:1:7.8.6:3.4|"
735,aminolevulinic-acid-benzyl-ester,0.228909555,,"NCC(=O)CCC(=O)OCC1=CC=CC=C1 |c:12,14,t:10|"
450,Dabigatran etexilate,0.242036352,,"CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=CC=CC=N3)N2C)C=C1 |c:22,24,39,41,47,t:12,14,18,20,37|"
3290,Palomid 529 (P529),,,"COC1=CC=C(COC2=C(OC)C=C3C(OC(=O)C4=C3C=CC(=C4)C(C)O)=C2)C=C1 |c:8,12,18,21,23,28,31,t:2,4|"
540,Theophylline-7-acetic acid,,0.177909916,"CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O |c:9,t:2|"
1204,Imidafenacin,,0.008611532,"CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:3,15,17,22,24,t:1,13,20|"
3249,cabergoline,-0.106125073,,"CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(CC=C)C1 |a:14,16,17,r,c:24,27,t:19,22|"
1549,bempedoic acid,0.141505335,,CC(C)(CCCCCC(O)CCCCCC(C)(C)C(O)=O)C(O)=O
328,clarithromycin,0.24110461,,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC |r|
2477,epirizole,0.240727013,,"COC1=CC(C)=NN1C1=NC(C)=CC(OC)=N1 |c:5,12,16,t:2,9|"
446,Levamlodipine,,-0.040731079,"CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=CC=CC=C1Cl)C(=O)OC |r,c:5,14,20,22,t:18|"
72,Olmutinib,,0.240666432,"CN1CCN(CC1)C1=CC=C(NC2=NC(OC3=CC(NC(=O)C=C)=CC=C3)=C3SC=CC3=N2)C=C1 |c:24,26,31,34,37,t:8,10,13,17,28|"
3253,SIN-1 chloride,,0.227967333,"NC1=C[N+](=NO1)N1CCOCC1 |c:3,t:1|"
1869,Propoxur,,0.223924823,"CNC(=O)OC1=CC=CC=C1OC(C)C |c:7,9,t:5|"
1138,Vidarabine,-0.022506297,,"NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)C2=NC=N1 |c:1,3,17,19|"
786,iohexol,,0.228263204,"CC(=O)N(CC(O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I |c:9,31,t:20|"
163,stepronin,,0.240365804,"CC(SC(=O)C1=CC=CS1)C(=O)NCC(O)=O |c:7,t:5|"
2079,Enalapril,0.164638149,,"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O |c:10,12,t:8|"
3099,Bafilomycin A1,0.240298864,,"[H][C@@]1(OC(=O)\C(OC)=C\C(\C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C\C(C)=C\C=C\[C@@H]1OC)[C@@H](C)[C@@H](O)[C@H](C)[C@@]1(O)C[C@@H](O)[C@H](C)[C@H](O1)C(C)C |t:7,10,20,22|"
2403,mabuprofen,,0.24003878,"CC(C)CC1=CC=C(C=C1)C(C)C(=O)NCCO |c:6,8,t:4|"
1288,Celecoxib,,0.041847207,"CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F |c:3,5,10,16,18,t:1,8,14|"
1562,Gallamine,,0.083238253,"CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC |c:12,24,t:10|"
3182,Isosorbide mononitrate,0.10182559,,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O
118,garenoxacin,,0.130897396,"C[C@H]1NCC2=C1C=CC(=C2)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1OC(F)F)C(O)=O |a:1,r,c:4,7,9,18,26,t:12,14|"
2834,6-Thioguanine,,0.23876595,"NC1=NC2=C(NC=N2)C(=S)N1 |c:6,t:1,3|"
286,Narlaprevir,,0.100355349,[H][C@]12CN([C@H](C(=O)N[C@@H](CCCC)C(=O)C(=O)NC3CC3)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C
3104,Ethoxzolamide,0.092340657,,"CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O |c:5,7,10,t:3|"
2013,(+)-Cedrol,,0.058020456,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O
1779,promazine,,0.078763591,"CN(C)CCCN1C2=C(SC3=C1C=CC=C3)C=CC=C2 |c:7,10,13,15,18,20|"
1652,decoquinate,,0.058897152,"CCCCCCCCCCOC1=C(OCC)C=C2N=CC(C(=O)OCC)=C(O)C2=C1 |c:11,18,29,t:16,25|"
3356,Hydroxyurea,0.236952809,,NC(=O)NO
134,Camostat,0.236390043,0.091424921,"CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1 |c:25,28,t:10,12,17,19|"
3565,terconazole,0.038158078,,"CC(C)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1 |a:15,18,r,c:22,24,29,35,38,t:10,12,32|"
3342,Dantrolene,,0.079395462,"[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=N\N1CC(=O)[N-]C1=O |c:5,7,12,t:3,10|"
2479,Nonivamide,,0.236097259,"CCCCCCCCC(=O)NCC1=CC=C(O)C(OC)=C1 |c:19,t:12,14|"
1849,acetophenazine,,0.154944202,"CC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCCN2CCN(CCO)CC2)C=C1 |c:10,12,30,t:3,5,8|"
504,gepefrine,,0.205140282,"CC(N)CC1=CC=CC(O)=C1 |c:6,9,t:4|"
3159,riboflavin,0.170530811,,"CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C1=NC(=O)NC(=O)C1=N2 |a:10,12,14,r,c:3,5,27,t:1,19|"
1493,Carbamazepine,0.235263206,,"NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2 |c:6,8,11,13,16,18,t:4|"
2912,miglustat,0.152909517,,"CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO |a:6,8,10,12,r|"
1547,Eupatilin,0.235205922,,"COC1=CC=C(C=C1OC)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O |c:4,6,15,24,t:2,11,19|"
2526,Levalbuterol,-0.231653672,,"CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1 |c:15,t:8,12|"
3306,Nepafenac,,0.015150996,"NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N |c:6,13,15,17,t:4,11|"
1364,ramifenazone,,0.014311644,"CC(C)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1 |c:4,15,17,t:13|"
3046,Dacarbazine,,0.15695291,"CN(C)\N=N\C1=C(N=CN1)C(N)=O |c:7,t:5|"
3682,Raloxifene,,0.234198225,"OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2 |c:3,5,8,26,29,36,t:1,12,14,33|"
2628,Carbetapentane,0.042130958,,"CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1 |c:21,23,t:19|"
859,Antazoline,,0.157711945,"C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1 |c:5,7,12,14,t:3,10,17|"
1524,Mirabegron,0.072052625,,"NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1 |c:20,22,25,27,t:1,8,10,18|"
875,bopindolol,0.233899909,,"CC1=CC2=C(OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3)C=CC=C2N1 |c:3,19,21,24,26,t:1,17|"
3243,Pargyline,,0.18619139,"CN(CC#C)CC1=CC=CC=C1 |c:8,10,t:6|"
2983,Indocyanine green,,0.233775189,"CC1(C)\C(=C/C=C/C=C/C=C/C2=[N+](CCCCS(O)(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS(O)(=O)=O)C2=C1C1=CC=CC=C1C=C2 |c:11,25,27,30,46,51,53,56,t:21,23,49|"
1763,Cyromazine,0.090395461,,"NC1=NC(NC2CC2)=NC(N)=N1 |c:8,11,t:1|"
331,Cinchophen,0.025267153,,"OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1 |c:3,5,7,10,12,17,19,t:15|"
361,Olmesartan medoxomil,,0.109834123,"CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=O)OCC1=C(C)OC(=O)O1)C(C)(C)O |c:5,12,14,19,21,27,34,t:3,10,17,24|"
400,NVP-AEW541,,,"NC1=NC=NC2=C1C(=CN2[C@@H]1C[C@H](CN2CCC2)C1)C1=CC(OCC2=CC=CC=C2)=CC=C1 |r,c:3,5,8,30,32,34,36,t:1,23,28|"
724,paroxypropione,,0.159268992,"CCC(=O)C1=CC=C(O)C=C1 |c:9,t:4,6|"
2029,chlorprothixene,,0.106046475,"CN(C)CC\C=C1\C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2 |c:7,10,16,19,21,t:13|"
3256,carbinoxamine,0.108944192,,"CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=NC=CC=C1 |c:12,17,19,t:7,9,15|"
1593,chiniofon,,0.232481656,"OC1=C(I)C=C(C2=CC=CN=C12)S(O)(=O)=O |c:1,4,8,t:6,10|"
552,Loratadine,0.191931181,,"CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2 |c:13,17,20,22,28,t:25|"
782,Umeclidinium bromide,0.131904324,,"OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2 |c:4,6,11,13,26,28,t:2,9,24|"
930,Flutamide,0.232154618,,"CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F |c:8,10,t:6|"
408,Atropine,0.044876692,,"CN1C2CCC1CC(C2)OC(=O)C(CO)C1=CC=CC=C1 |c:19,21,t:17|"
3557,Dexrazoxane,0.231687891,,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
3402,dimethisoquin,0.139533336,,"CCCCC1=CC2=CC=CC=C2C(OCCN(C)C)=N1 |c:8,10,19,t:4,6|"
2292,lufenuron,,0.138019969,"FC(C(F)(F)F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C(Cl)=C1 |c:10,21,24,26,31,t:13|"
1213,Doxycycline hyclate,0.075347636,,"CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(O)=O)C(=O)NCCCCN=C(N)N |a:4,8,10,r|"
